pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
2-Seam,2023-05-16,82.8,-2.16,5.26,"Schmitt, Casey",669477,554430,Field out,hit_into_play,NA,NA,NA,NA,5,Casey Schmitt flies out sharply to center fielder Brandon Marsh.,R,R,Right,SF,PHI,X,8,fly_ball,1,2,2023,1.05,0.07,-0.02,2.75,NA,NA,NA,0,6,Bot,116.6,44.02,NA,NA,592663,NA,NA,2.8854827231283,-120.776725426956,0.511640580245814,10.000683768914,19.3478436138969,-31.7604030168534,3.47,1.59,384,100.2,28,85,2642,7.2,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.31,0.589,1.11,0,1,0,0,6,54,4,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,66,-0.012,-0.174
2-Seam,2023-05-16,84,-2.19,5.36,"Schmitt, Casey",669477,554430,No event,swinging_strike,NA,NA,NA,NA,5,Casey Schmitt flies out sharply to center fielder Brandon Marsh.,R,R,Right,SF,PHI,Strike,NA,,1,1,2023,1.1,0.33,-0.1,2.83,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,592663,NA,NA,2.72267705829677,-122.499400232914,-0.209285649230184,10.7090713841551,21.1582004093041,-28.9671240040896,3.47,1.59,NA,NA,NA,86,2509,7.2,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.33,NA,NA,NA,NA,NA,NA,NA,54,3,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,72,0,-0.052
Sinker,2023-05-16,94.6,-2.1,5.4,"Schmitt, Casey",669477,554430,No event,foul,NA,NA,NA,NA,7,Casey Schmitt flies out sharply to center fielder Brandon Marsh.,R,R,Right,SF,PHI,Strike,NA,,1,0,2023,-1.04,0.54,-0.49,1.96,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,592663,NA,NA,6.61053224954459,-137.66356392848,-4.57631091322996,-14.6812752115005,30.0567357085324,-24.4748835713467,3.47,1.59,2,78.3,-47,96.2,2344,7.2,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.33,NA,NA,NA,NA,NA,NA,NA,54,2,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,211,0,-0.048
2-Seam,2023-05-16,84.3,-2.33,5.32,"Schmitt, Casey",669477,554430,No event,ball,NA,NA,NA,NA,14,Casey Schmitt flies out sharply to center fielder Brandon Marsh.,R,R,Right,SF,PHI,Ball,NA,,0,0,2023,0.73,0.54,1.36,1.42,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,592663,NA,NA,7.21785928466669,-122.57613671497,-3.82950375159717,6.00853974658999,23.6041358940997,-26.144426175472,3,1.5,NA,NA,NA,85.6,2436,7.1,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.41,NA,NA,NA,NA,NA,NA,NA,54,1,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,72,0,0.037
Sinker,2023-05-16,96.4,-1.93,5.39,"Schmitt, Casey",669477,554430,Single,hit_into_play,NA,NA,NA,NA,13,Casey Schmitt singles on a sharp ground ball to third baseman Alec Bohm.,R,R,Right,SF,PHI,X,5,ground_ball,0,0,2023,-1.4,0.62,-0.91,2.33,NA,NA,NA,1,4,Bot,97.75,164.26,NA,NA,592663,NA,NA,6.0175998110607,-140.238683842192,-4.04181035078448,-19.8693046969901,31.3890196726579,-23.2681291005843,3.47,1.59,8,100,-16,98.2,2246,7.3,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.19,0.171,0.154,0.9,1,1,0,2,38,1,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,223,0.03,0.268
4-Seam,2023-05-16,97.2,-2.06,5.33,"Schmitt, Casey",669477,554430,Field out,hit_into_play,NA,NA,NA,NA,6,"Casey Schmitt grounds out, second baseman Bryson Stott to first baseman Kody Clemens.",R,R,Right,SF,PHI,X,4,ground_ball,1,2,2023,-0.56,1.36,0.44,2.67,NA,NA,NA,2,2,Bot,141.38,150.32,NA,NA,592663,NA,NA,8.11947068447064,-141.433295751424,-4.84262926987044,-9.29252805716681,28.9419108727701,-12.9217234339942,3.47,1.59,51,95.1,1,99.3,2546,7.2,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.3,0.383,0.364,0,1,0,0,2,17,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217,-0.011,-0.073
Sinker,2023-05-16,95.9,-1.96,5.4,"Schmitt, Casey",669477,554430,No event,called_strike,NA,NA,NA,NA,8,"Casey Schmitt grounds out, second baseman Bryson Stott to first baseman Kody Clemens.",R,R,Right,SF,PHI,Strike,NA,,1,1,2023,-0.98,0.84,0.15,1.9,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,592663,NA,NA,7.93042824739783,-139.566537559385,-5.72035382948337,-14.433229488899,27.6003475675919,-20.0683660959656,3.06,1.53,NA,NA,NA,98.1,2301,7.3,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.24,NA,NA,NA,NA,NA,NA,NA,17,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,0,-0.028
Sinker,2023-05-16,96.1,-1.98,5.46,"Schmitt, Casey",669477,554430,No event,called_strike,NA,NA,NA,NA,5,"Casey Schmitt grounds out, second baseman Bryson Stott to first baseman Kody Clemens.",R,R,Right,SF,PHI,Strike,NA,,1,0,2023,-0.99,0.79,-0.1,2.18,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,592663,NA,NA,7.34986789299156,-139.817924867965,-5.04022449038796,-14.5666825217828,27.8220109980079,-20.8444486695453,3.09,1.53,NA,NA,NA,98.1,2290,7.2,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.34,NA,NA,NA,NA,NA,NA,NA,17,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,0,-0.023
Sinker,2023-05-16,96.6,-2.09,5.42,"Schmitt, Casey",669477,554430,No event,ball,NA,NA,NA,NA,11,"Casey Schmitt grounds out, second baseman Bryson Stott to first baseman Kody Clemens.",R,R,Right,SF,PHI,Ball,NA,,0,0,2023,-0.93,0.72,-1.29,2.43,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,592663,NA,NA,4.3621760317084,-140.681460995517,-4.13120895794405,-13.3582958493319,30.1869504548838,-21.916347842696702,3.09,1.56,NA,NA,NA,98.8,2284,7.3,718156,554430,592663,665019,681082,664761,607208,656941,669016,592206,53.16,NA,NA,NA,NA,NA,NA,NA,17,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,222,0,0.019
Sinker,2023-05-16,98.9,2.12,5.48,"Schmitt, Casey",669477,642397,Field out,hit_into_play,NA,NA,NA,NA,6,Casey Schmitt flies out to right fielder Nick Castellanos.,R,R,Left,SF,PHI,X,9,fly_ball,0,1,2023,1.49,0.72,0.4,2.81,NA,NA,NA,1,8,Bot,165.22,79.2,NA,NA,592663,NA,NA,-8.19438448159431,-143.92418845304,-3.6047964329642,22.5680729002864,29.7454535702547,-21.5570216498037,3.47,1.59,314,87.6,27,99.7,2770,6.5,718156,642397,592663,665019,681082,664761,607208,656941,669016,592206,54.03,0.066,0.067,0,1,0,0,3,72,2,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,29,-0.005,-0.141
Sinker,2023-05-16,99.3,1.86,5.61,"Schmitt, Casey",669477,642397,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt flies out to right fielder Nick Castellanos.,R,R,Left,SF,PHI,Strike,NA,,0,0,2023,1.41,0.78,0.75,1,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,592663,NA,NA,-6.38624757742628,-144.415488156779,-9.13912634048926,21.2787008692118,29.0351066500568,-19.424179870947,3.47,1.59,NA,NA,NA,100.2,2231,6.5,718156,642397,592663,665019,681082,664761,607208,656941,669016,592206,53.98,NA,NA,NA,NA,NA,NA,NA,72,1,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,92,0,-0.027
Curveball,2023-05-15,75.4,1.21,5.86,"Schmitt, Casey",669477,663559,Double,hit_into_play,NA,NA,NA,NA,6,Casey Schmitt doubles (4) on a sharp line drive to center fielder Brandon Marsh.,R,R,Left,SF,PHI,X,8,line_drive,1,2,2023,-0.53,-0.7,0.34,2.6,NA,NA,NA,1,5,Bot,162.93,87.32,NA,NA,592663,NA,NA,-0.883707988112076,-109.926417568255,1.55021704203482,-4.17742346003557,17.8004892127136,-38.3657667459739,3.47,1.59,211,103,9,76.7,1980,6.9,718170,663559,592663,664761,681082,624641,607208,656941,669016,592206,53.57,0.734,0.722,1.25,1,1,1,4,45,4,Curveball,6,2,6,2,2,6,6,2,Standard,Standard,312,0.01,0.472
4-Seam,2023-05-15,90.4,1.03,5.98,"Schmitt, Casey",669477,663559,No event,ball,NA,NA,NA,NA,12,Casey Schmitt doubles (4) on a sharp line drive to center fielder Brandon Marsh.,R,R,Left,SF,PHI,Ball,NA,,0,2,2023,0.21,1.47,0.53,4.76,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592663,NA,NA,-1.72670492584389,-131.746449116414,-0.268607707565459,2.79485336229959,25.9437423266959,-15.1349750942507,3.18,1.5,NA,NA,NA,92.1,1930,7,718170,663559,592663,664761,681082,624641,607208,656941,669016,592206,53.45,NA,NA,NA,NA,NA,NA,NA,45,3,4-Seam Fastball,6,2,6,2,2,6,6,2,Standard,Standard,174,0,0.014
Changeup,2023-05-15,85.9,1.16,5.83,"Schmitt, Casey",669477,663559,No event,foul,NA,NA,NA,NA,9,Casey Schmitt doubles (4) on a sharp line drive to center fielder Brandon Marsh.,R,R,Left,SF,PHI,Strike,NA,,0,1,2023,0.11,1.25,0.53,1.91,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592663,NA,NA,-1.73559948266056,-125.13906291738,-5.74333456422004,1.45083331026222,22.8691200865642,-18.0475674376341,3.47,1.59,2,65.3,-41,87.8,1484,7.2,718170,663559,592663,664761,681082,624641,607208,656941,669016,592206,53.29,NA,NA,NA,NA,NA,NA,NA,45,2,Changeup,6,2,6,2,2,6,6,2,Standard,Standard,160,0,-0.037
Curveball,2023-05-15,75.4,1.05,5.87,"Schmitt, Casey",669477,663559,No event,called_strike,NA,NA,NA,NA,2,Casey Schmitt doubles (4) on a sharp line drive to center fielder Brandon Marsh.,R,R,Left,SF,PHI,Strike,NA,,0,0,2023,-0.36,-0.58,-0.11,3.13,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592663,NA,NA,-1.79135695199576,-109.763632644339,2.46462598123404,-2.6199265346298,18.0910030793706,-37.4938917336563,3.18,1.44,NA,NA,NA,76.6,1955,7,718170,663559,592663,664761,681082,624641,607208,656941,669016,592206,53.53,NA,NA,NA,NA,NA,NA,NA,45,1,Curveball,6,2,6,2,2,6,6,2,Standard,Standard,311,0,-0.027
4-Seam,2023-05-15,90,0.95,5.88,"Schmitt, Casey",669477,663559,Field out,hit_into_play,NA,NA,NA,NA,4,"Casey Schmitt grounds out, third baseman Edmundo Sosa to first baseman Alec Bohm.",R,R,Left,SF,PHI,X,5,ground_ball,0,1,2023,0.14,1.5,-0.65,2.76,NA,NA,543063,2,2,Bot,104.18,161.77,NA,NA,592663,NA,NA,-4.37312584056521,-130.94470895297,-5.03973483154365,2.62026124352485,28.8760776562607,-14.0687079322189,3.47,1.59,5,82.6,-30,91.6,2108,7.4,718170,663559,592663,664761,681082,624641,607208,656941,669016,592206,53.13,0.037,0.035,0,1,0,0,2,25,2,4-Seam Fastball,6,2,6,2,2,6,6,2,Standard,Standard,180,-0.009,-0.202
Curveball,2023-05-15,76.1,1.1,5.84,"Schmitt, Casey",669477,663559,No event,swinging_strike,NA,NA,NA,NA,7,"Casey Schmitt grounds out, third baseman Edmundo Sosa to first baseman Alec Bohm.",R,R,Left,SF,PHI,Strike,NA,,0,0,2023,-0.66,-0.74,-0.34,1.96,NA,NA,543063,2,2,Bot,NA,NA,NA,NA,592663,NA,NA,-1.8611670410508,-110.829537221699,0.292656295226133,-5.04261772292462,20.5652397358016,-38.4993143682785,3.47,1.59,NA,NA,NA,77.5,2041,7.3,718170,663559,592663,664761,681082,624641,607208,656941,669016,592206,53.19,NA,NA,NA,NA,NA,NA,NA,25,1,Curveball,6,2,6,2,2,6,6,2,Standard,Standard,310,0,-0.04
4-Seam,2023-05-15,97.1,-2.39,6.11,"Schmitt, Casey",669477,656546,Field out,hit_into_play,NA,NA,NA,NA,5,Casey Schmitt flies out to right fielder Nick Castellanos.,R,R,Right,SF,PHI,X,9,fly_ball,2,1,2023,-0.92,1.58,0.2,2.81,NA,NA,NA,2,7,Bot,173.15,110.12,NA,NA,592663,NA,NA,9.1026599253716,-140.968565450771,-6.91344706388078,-14.3491378623732,33.840113621619,-9.6988170108168,3.47,1.59,251,92.7,53,97.5,2665,6.8,718170,656546,592663,664761,681082,624641,607208,656941,669016,592206,53.74,0.003,0.003,0,1,0,0,3,63,4,4-Seam Fastball,6,3,6,3,3,6,6,3,Standard,Standard,221,-0.002,-0.124
Slider,2023-05-15,88.8,-2.37,6.18,"Schmitt, Casey",669477,656546,No event,called_strike,NA,NA,NA,NA,6,Casey Schmitt flies out to right fielder Nick Castellanos.,R,R,Right,SF,PHI,Strike,NA,,2,0,2023,0.51,0.27,0.64,2.36,NA,NA,NA,2,7,Bot,NA,NA,NA,NA,592663,NA,NA,6.32785622246677,-129.242609445778,-3.90888832698945,4.51371088909489,25.7981297164476,-28.4930787630577,3.15,1.47,NA,NA,NA,89.3,2676,6.5,718170,656546,592663,664761,681082,624641,607208,656941,669016,592206,54.01,NA,NA,NA,NA,NA,NA,NA,63,3,Slider,6,3,6,3,3,6,6,3,Standard,Standard,38,0,-0.022
Slider,2023-05-15,88.4,-2.52,6.13,"Schmitt, Casey",669477,656546,No event,ball,NA,NA,NA,NA,12,Casey Schmitt flies out to right fielder Nick Castellanos.,R,R,Right,SF,PHI,Ball,NA,,1,0,2023,0.62,-0.05,0.99,2.64,NA,NA,NA,2,7,Bot,NA,NA,NA,NA,592663,NA,NA,7.30460356930208,-128.802093426762,-2.45427242624438,5.73298643472467,22.3105281119454,-32.4281324472948,3.12,1.41,NA,NA,NA,89.7,2605,6.7,718170,656546,592663,664761,681082,624641,607208,656941,669016,592206,53.84,NA,NA,NA,NA,NA,NA,NA,63,2,Slider,6,3,6,3,3,6,6,3,Standard,Standard,69,0,0.021
4-Seam,2023-05-15,98.5,-2.33,6.09,"Schmitt, Casey",669477,656546,No event,ball,NA,NA,NA,NA,14,Casey Schmitt flies out to right fielder Nick Castellanos.,R,R,Right,SF,PHI,Ball,NA,,0,0,2023,-1.15,1.35,0.21,1.38,NA,NA,NA,2,7,Bot,NA,NA,NA,NA,592663,NA,NA,9.60279055528002,-142.816804964045,-10.4948688016497,-17.8803993691758,31.8094996605048,-11.4204661905089,3.12,1.53,NA,NA,NA,99,2485,6.7,718170,656546,592663,664761,681082,624641,607208,656941,669016,592206,53.78,NA,NA,NA,NA,NA,NA,NA,63,1,4-Seam Fastball,6,3,6,3,3,6,6,3,Standard,Standard,219,0,0.019
4-Seam,2023-05-15,89.9,0.83,5.88,"Schmitt, Casey",669477,663559,Single,hit_into_play,NA,NA,NA,NA,2,Casey Schmitt singles on a line drive to center fielder Brandon Marsh.,R,R,Left,SF,PHI,X,8,line_drive,0,1,2023,0.12,1.28,-0.01,3.21,NA,NA,NA,0,2,Bot,154.58,83.96,NA,NA,592663,NA,NA,-2.37203486532048,-131.009716903241,-3.49247275332773,1.80903162908466,25.2952250737044,-16.8059393288132,3.47,1.59,268,90.9,16,92.2,1890,7.4,718170,663559,592663,664761,681082,624641,607208,656941,669016,592206,53.1,0.88,0.821,0.9,1,1,0,4,16,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,171,0.041,0.431
4-Seam,2023-05-15,90.8,0.92,5.95,"Schmitt, Casey",669477,663559,No event,called_strike,NA,NA,NA,NA,2,Casey Schmitt singles on a line drive to center fielder Brandon Marsh.,R,R,Left,SF,PHI,Strike,NA,,0,0,2023,0.09,1.47,0.21,3,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,592663,NA,NA,-2.01999711365804,-132.272476148309,-4.79017338388525,1.48035982562132,24.4160155981215,-14.0607015271558,3.21,1.53,NA,NA,NA,93.2,1934,7.3,718170,663559,592663,664761,681082,624641,607208,656941,669016,592206,53.17,NA,NA,NA,NA,NA,NA,NA,16,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,181,0,-0.038
4-Seam,2023-05-14,93.9,-2.75,5.5,"Schmitt, Casey",669477,694297,Strikeout,swinging_strike,NA,NA,NA,NA,3,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,2,,0,2,2023,-0.42,1.47,0.78,3.58,NA,605204,666165,1,4,Top,NA,NA,NA,NA,672515,NA,NA,10.1643604908562,-136.393951121533,-2.51345745198855,-7.38087575387733,29.3308254442069,-13.4521770488403,3.47,1.59,NA,NA,NA,94.9,2475,6.9,718169,694297,672515,572233,606466,668942,672695,666971,666150,682998,53.61,NA,NA,0,1,0,0,NA,26,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,222,0.043,-0.287
2-Seam,2023-05-14,83.8,-2.92,5.3,"Schmitt, Casey",669477,694297,No event,foul,NA,NA,NA,NA,9,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,NA,,0,1,2023,1.03,0.5,0.82,1.86,NA,605204,666165,1,4,Top,NA,NA,NA,NA,672515,NA,NA,6.65719524444001,-121.886961747544,-2.47923759825254,8.83086065939818,25.1126845564797,-26.9543091654415,3.47,1.59,NA,NA,NA,84.3,2622,6.7,718169,694297,672515,572233,606466,668942,672695,666971,666150,682998,53.76,NA,NA,NA,NA,NA,NA,NA,26,2,Sweeper,0,1,1,0,1,0,1,0,Standard,Standard,85,0,-0.105
4-Seam,2023-05-14,92.2,-2.63,5.53,"Schmitt, Casey",669477,694297,No event,swinging_strike,NA,NA,NA,NA,6,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,NA,,0,0,2023,-0.51,1.2,0.53,2.8,NA,605204,666165,1,4,Top,NA,NA,NA,NA,672515,NA,NA,9.20584997974339,-133.918772949666,-3.69030807307897,-8.20882201346032,29.5650813808178,-17.1290612229174,3.47,1.59,NA,NA,NA,92.6,2363,6.7,718169,694297,672515,572233,606466,668942,672695,666971,666150,682998,53.82,NA,NA,NA,NA,NA,NA,NA,26,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,225,0,-0.083
4-Seam,2023-05-14,93.4,-2.57,5.49,"Schmitt, Casey",669477,694297,Field out,hit_into_play,NA,NA,NA,NA,6,Casey Schmitt pops out to shortstop Geraldo Perdomo.,R,R,Right,AZ,SF,X,6,popup,1,0,2023,-0.53,1.28,0.47,2.75,NA,NA,666165,1,2,Top,102.66,149.66,NA,NA,672515,NA,NA,9.06600539258007,-135.670153295749,-4.12804660221435,-8.47717658438712,29.8480025641739,-15.6419325227283,3.47,1.59,153,87.7,65,94.2,2452,6.8,718169,694297,672515,572233,606466,668942,672695,666971,666150,682998,53.66,0.006,0.005,0,1,0,0,3,11,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221,0.029,-0.348
4-Seam,2023-05-14,94.3,-2.6,5.64,"Schmitt, Casey",669477,694297,No event,ball,NA,NA,NA,NA,12,Casey Schmitt pops out to shortstop Geraldo Perdomo.,R,R,Right,AZ,SF,Ball,NA,,0,0,2023,-0.46,1.41,0.39,3.86,NA,NA,666165,1,2,Top,NA,NA,NA,NA,672515,NA,NA,8.87505557822682,-137.111574563295,-2.053902494859,-7.80142980432165,31.5700003401076,-14.1983172649311,3.17,1.49,NA,NA,NA,94.9,2510,6.8,718169,694297,672515,572233,606466,668942,672695,666971,666150,682998,53.7,NA,NA,NA,NA,NA,NA,NA,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218,0,0.043
Curveball,2023-05-14,86.4,-1.36,6.15,"Schmitt, Casey",669477,614179,Strikeout,swinging_strike_blocked,NA,NA,NA,NA,14,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,2,,0,2,2023,0.18,-0.26,1.09,0.91,NA,NA,NA,0,7,Top,NA,NA,NA,NA,672515,NA,NA,5.43419593787155,-125.701955310496,-5.72779535346885,0.8213922366834,24.9751527385281,-33.9510471245829,3.47,1.59,NA,NA,NA,86,2272,6,718169,614179,672515,572233,606466,668942,672695,666971,666150,682998,54.49,NA,NA,0,1,0,0,NA,47,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,30,0.039,-0.152
Sinker,2023-05-14,95.9,-1.33,6.28,"Schmitt, Casey",669477,614179,No event,foul,NA,NA,NA,NA,4,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,NA,,0,1,2023,-1.15,1.1,-0.58,2.64,NA,NA,NA,0,7,Top,NA,NA,NA,NA,672515,NA,NA,4.53495878614702,-139.522721133684,-6.48700206480454,-16.0658468113256,30.1950123851348,-16.5732086163362,3.47,1.59,NA,NA,NA,95.3,2169,5.9,718169,614179,672515,572233,606466,668942,672695,666971,666150,682998,54.61,NA,NA,NA,NA,NA,NA,NA,47,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,204,0,-0.047
Slider,2023-05-14,86,-2.32,5.01,"Schmitt, Casey",669477,612434,Strikeout,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,2,,2,2,2023,0.58,0.41,1.77,2.18,NA,NA,NA,2,9,Top,NA,NA,NA,NA,672515,NA,NA,8.56905523874996,-125.152657470847,-1.33578019346277,4.53040694546762,23.2806687288169,-27.7812494050349,3.47,1.59,NA,NA,NA,86.8,2920,6.6,718169,612434,672515,572233,606466,668942,672695,666971,666150,682998,53.91,NA,NA,0,1,0,0,NA,63,5,Slider,1,1,1,1,1,1,1,1,Standard,Standard,71,0.032,-0.091
Sinker,2023-05-14,95.1,-1.42,6.2,"Schmitt, Casey",669477,614179,No event,foul,NA,NA,NA,NA,11,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,NA,,0,0,2023,-0.91,1.19,-1.78,2.56,NA,NA,NA,0,7,Top,NA,NA,NA,NA,672515,NA,NA,1.08265190661065,-138.411441189641,-6.5225855479819,-11.9320902698356,31.200249190896,-15.6303338548609,3.47,1.59,99,76.2,8,94.7,2066,6.1,718169,614179,672515,572233,606466,668942,672695,666971,666150,682998,54.44,NA,NA,NA,NA,NA,NA,NA,47,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,209,0,-0.038
Slider,2023-05-14,83.8,-2.47,4.98,"Schmitt, Casey",669477,612434,No event,swinging_strike,NA,NA,NA,NA,8,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,NA,,2,1,2023,0.82,0.46,0.26,1.74,NA,NA,NA,2,9,Top,NA,NA,NA,NA,672515,NA,NA,4.73167734662679,-122.082060127608,-2.0340823902408,7.274946416547,23.4831861808043,-27.3524403209219,3.47,1.59,NA,NA,NA,84.4,2902,6.5,718169,612434,672515,572233,606466,668942,672695,666971,666150,682998,53.95,NA,NA,NA,NA,NA,NA,NA,63,4,Slider,1,1,1,1,1,1,1,1,Standard,Standard,68,0,-0.033
Sinker,2023-05-14,96,-2.24,5,"Schmitt, Casey",669477,612434,No event,ball,NA,NA,NA,NA,9,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Ball,NA,,1,1,2023,-1.32,0.68,0.56,1.64,NA,NA,NA,2,9,Top,NA,NA,NA,NA,672515,NA,NA,10.44429477214,-139.327305212913,-4.85844221998948,-19.4990808901419,30.931568697463,-22.3477407727641,3.2,1.62,NA,NA,NA,96.5,2053,6.7,718169,612434,672515,572233,606466,668942,672695,666971,666150,682998,53.78,NA,NA,NA,NA,NA,NA,NA,63,3,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,252,0,0.022
Slider,2023-05-14,85.8,-2.34,5.06,"Schmitt, Casey",669477,612434,No event,ball,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Ball,NA,,0,1,2023,0.63,0.32,1.35,2.78,NA,NA,NA,2,9,Top,NA,NA,NA,NA,672515,NA,NA,7.46333563182839,-124.840711754848,0.231762258907206,5.11732147247512,24.4734811100362,-29.1284313492567,3.07,1.49,NA,NA,NA,86.1,2858,6.4,718169,612434,672515,572233,606466,668942,672695,666971,666150,682998,54.07,NA,NA,NA,NA,NA,NA,NA,63,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,71,0,0.014
Sinker,2023-05-14,96.9,-2.21,4.94,"Schmitt, Casey",669477,612434,No event,foul,NA,NA,NA,NA,11,Casey Schmitt strikes out swinging.,R,R,Right,AZ,SF,Strike,NA,,0,0,2023,-1.25,0.63,-0.84,2.86,NA,NA,NA,2,9,Top,NA,NA,NA,NA,672515,NA,NA,6.53121323415302,-141.056808611924,-1.47417630277753,-18.2067128727693,32.7560104039508,-23.603016725122,3.47,1.59,9,86.4,-18,97.1,2153,6.5,718169,612434,672515,572233,606466,668942,672695,666971,666150,682998,54.04,NA,NA,NA,NA,NA,NA,NA,63,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,253,0,-0.018
4-Seam,2023-05-13,94.5,-2.73,5.87,"Schmitt, Casey",669477,668678,Field out,hit_into_play,NA,NA,NA,NA,11,Casey Schmitt pops out to shortstop Geraldo Perdomo.,R,R,Right,AZ,SF,X,6,popup,0,2,2023,-0.32,1.53,-0.68,3.9,NA,NA,624424,2,7,Top,128.66,171.04,NA,NA,645444,NA,NA,6.07455651923306,-137.357973098412,-2.80784385768408,-5.45847672866235,33.7393562656887,-12.4708886869664,3.47,1.59,88,76.5,71,94.6,2390,6.7,718184,668678,645444,572233,606466,668942,672695,682998,677950,666150,53.83,0.003,0.003,0,1,0,0,3,50,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,209,0.02,-0.157
Cutter,2023-05-13,89.4,-2.96,5.68,"Schmitt, Casey",669477,668678,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt pops out to shortstop Geraldo Perdomo.,R,R,Right,AZ,SF,Strike,NA,,0,1,2023,0.28,0.33,1.52,1,NA,NA,624424,2,7,Top,NA,NA,NA,NA,645444,NA,NA,10.5040655929902,-129.703249320054,-6.22005124695725,0.858727550916531,28.3305927625983,-27.2314921944736,3.47,1.59,NA,NA,NA,89.7,2416,6.8,718184,668678,645444,572233,606466,668942,672695,682998,677950,666150,53.74,NA,NA,NA,NA,NA,NA,NA,50,2,Cutter,4,1,1,4,1,4,1,4,Standard,Standard,181,0,-0.044
