pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
Slider,2023-07-24,89.8,2.32,5.85,"Schmitt, Casey",669477,669373,No event,foul,NA,NA,NA,NA,8,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,2,2,2023,-0.24,0.24,-0.26,1.48,NA,NA,NA,2,5,Top,NA,NA,NA,NA,668670,NA,NA,-5.8924347176806,-130.7408138419,-5.39462332136922,-1.68733137733322,25.1200457922225,-28.5512320535689,3.26,1.54,2,76.3,-34,90.2,2113,6.3,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.17,NA,NA,NA,NA,NA,NA,NA,35,5,Slider,2,0,0,2,0,2,0,2,Standard,Standard,161,0,0
Knuckle Curve,2023-07-24,76.4,1.82,6.09,"Schmitt, Casey",669477,669373,No event,swinging_strike,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,2,1,2023,-0.65,-1.06,-0.03,1.35,NA,NA,NA,2,5,Top,NA,NA,NA,NA,668670,NA,NA,-2.72973474054296,-111.259013479752,-1.07538161173529,-4.96012817290014,19.6602962851297,-41.0028158767533,3.26,1.54,NA,NA,NA,76.7,2417,6.4,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.06,NA,NA,NA,NA,NA,NA,NA,35,4,Knuckle Curve,2,0,0,2,0,2,0,2,Standard,Standard,326,0,-0.033
Changeup,2023-07-24,85,1.88,6.02,"Schmitt, Casey",669477,669373,No event,ball,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Ball,NA,,1,1,2023,1.26,-0.07,-0.77,0.7,NA,NA,NA,2,5,Top,NA,NA,NA,NA,668670,NA,NA,-8.74014897798132,-123.357796241309,-5.99276807033928,14.5829356688865,24.3426700001236,-31.8138459308054,3.33,1.54,NA,NA,NA,84.9,1609,6.4,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.12,NA,NA,NA,NA,NA,NA,NA,35,3,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,141,0,0.022
4-Seam,2023-07-24,97,1.71,6.14,"Schmitt, Casey",669477,669373,No event,ball,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Ball,NA,,0,1,2023,0.42,1.28,0.88,3.73,NA,NA,NA,2,5,Top,NA,NA,NA,NA,668670,NA,NA,-3.15944334138974,-141.312496878771,-3.87795343903211,6.30361860754484,28.5961174068213,-14.2850433498946,3.31,1.54,NA,NA,NA,97.2,2255,6.1,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.4,NA,NA,NA,NA,NA,NA,NA,35,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,147,0,0.014
Changeup,2023-07-24,84.8,1.88,6.07,"Schmitt, Casey",669477,669373,No event,called_strike,NA,NA,NA,NA,7,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,0,0,2023,1.01,0.65,-0.73,1.73,NA,NA,NA,2,5,Top,NA,NA,NA,NA,668670,NA,NA,-8.09031803009643,-123.262774852741,-5.10398293365069,11.9114565729894,23.9967806137474,-24.6650068357897,3.35,1.5,NA,NA,NA,84.6,1506,6.1,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.36,NA,NA,NA,NA,NA,NA,NA,35,1,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,139,0,-0.018
Knuckle Curve,2023-07-24,78.6,1.74,6.19,"Schmitt, Casey",669477,669373,Strikeout,swinging_strike,NA,NA,NA,NA,4,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,2,,2,2,2023,-0.63,-1.2,-0.56,2.08,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-3.8276794946595,-114.338042524412,0.18999078363738,-4.73158346943744,22.2499731600948,-42.9107960026127,3.26,1.54,NA,NA,NA,78.6,2452,6.4,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.1,NA,NA,0,1,0,0,NA,17,10,Knuckle Curve,1,0,0,1,0,1,0,1,Standard,Standard,328,0.026,-0.211
Slider,2023-07-24,89.5,2.31,5.78,"Schmitt, Casey",669477,669373,No event,foul,NA,NA,NA,NA,8,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,2,2,2023,-0.22,0.31,-0.09,1.54,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-5.48783809185602,-130.268852440984,-5.17114229223473,-1.4308140026681,25.9186244741756,-27.7467656155553,3.26,1.54,NA,NA,NA,90.1,2083,6.5,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54,NA,NA,NA,NA,NA,NA,NA,17,9,Slider,1,0,0,1,0,1,0,1,Standard,Standard,162,0,0
Slider,2023-07-24,89.4,2.18,5.88,"Schmitt, Casey",669477,669373,No event,ball,NA,NA,NA,NA,13,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Ball,NA,,1,2,2023,-0.19,0.32,-0.5,0.68,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-6.21976619330523,-130.048252533397,-7.51210214389845,-0.895040377497446,26.0452785772098,-27.2350558341385,3.31,1.59,NA,NA,NA,89.7,2111,6.4,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.12,NA,NA,NA,NA,NA,NA,NA,17,8,Slider,1,0,0,1,0,1,0,1,Standard,Standard,169,0,0.037
Changeup,2023-07-24,86.5,1.86,5.97,"Schmitt, Casey",669477,669373,No event,foul,NA,NA,NA,NA,6,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,1,2,2023,0.93,0.63,0.58,2.09,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-4.95905094142635,-125.949615349967,-4.40380705910873,10.8361101018639,23.7958855168201,-24.7827659542062,3.26,1.54,200,76,58,87.1,1678,6.5,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.01,NA,NA,NA,NA,NA,NA,NA,17,7,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,139,0,0
4-Seam,2023-07-24,96.5,1.68,6.12,"Schmitt, Casey",669477,669373,No event,foul,NA,NA,NA,NA,2,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,1,2,2023,0.7,1.28,0.07,3.02,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-5.84601851765777,-140.399527897213,-5.61076141578052,10.5333273590421,30.487776849364,-14.1155181896338,3.26,1.54,296,87.1,33,96.5,2305,6.2,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.29,NA,NA,NA,NA,NA,NA,NA,17,6,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,146,0,0
4-Seam,2023-07-24,96.5,1.94,6.05,"Schmitt, Casey",669477,669373,No event,foul,NA,NA,NA,NA,12,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,1,2,2023,0.59,1.18,0.2,3.53,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-5.98665163523477,-140.569030737259,-3.89721721491938,9.08518924279172,28.2722128593331,-15.717746585589,3.26,1.54,198,93.2,12,97,2149,6.3,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.21,NA,NA,NA,NA,NA,NA,NA,17,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,147,0,0
4-Seam,2023-07-24,96,1.8,6.17,"Schmitt, Casey",669477,669373,No event,ball,NA,NA,NA,NA,11,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Ball,NA,,0,2,2023,0.7,1.24,-0.03,4.54,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-6.42759439476154,-139.719000992951,-1.55049687231111,10.59301433937,29.3455841800497,-15.7380755043632,3.29,1.61,NA,NA,NA,96.1,2208,6.2,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.3,NA,NA,NA,NA,NA,NA,NA,17,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,148,0,0.023
Changeup,2023-07-24,86.7,1.88,6.01,"Schmitt, Casey",669477,669373,No event,foul,NA,NA,NA,NA,14,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,0,2,2023,1.09,0.75,1.11,1.54,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-4.08101654110464,-126.143436122732,-6.04521222581263,12.4665507167984,24.8959466465281,-23.1133932864526,3.26,1.54,147,62.6,21,87,1534,6.4,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.07,NA,NA,NA,NA,NA,NA,NA,17,3,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,130,0,0
Changeup,2023-07-24,84,1.88,6.08,"Schmitt, Casey",669477,669373,No event,swinging_strike,NA,NA,NA,NA,9,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,0,1,2023,1.04,0.21,0.64,1.85,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-4.91056842741997,-122.277731395251,-3.79835715877092,11.4024765302045,25.1372162269168,-29.5160328688197,3.26,1.54,NA,NA,NA,83.8,1431,6.2,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.27,NA,NA,NA,NA,NA,NA,NA,17,2,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,136,0,-0.047
Slider,2023-07-24,86.2,2.18,5.97,"Schmitt, Casey",669477,669373,No event,foul,NA,NA,NA,NA,4,Casey Schmitt strikes out swinging.,R,R,Left,DET,SF,Strike,NA,,0,0,2023,-0.11,0.32,-0.53,2.23,NA,NA,NA,0,3,Top,NA,NA,NA,NA,668670,NA,NA,-6.22861326569006,-125.512510836905,-3.40029235985353,0.00842074589665342,22.8006237845611,-28.2769665092521,3.26,1.54,22,93.5,-5,86.6,2066,6.3,718558,669373,668670,679529,628451,665155,656716,668731,682985,681481,54.2,NA,NA,NA,NA,NA,NA,NA,17,1,Slider,1,0,0,1,0,1,0,1,Standard,Standard,205,0,-0.038
4-Seam,2023-07-24,92.2,1.27,5.85,"Schmitt, Casey",669477,663947,Field out,hit_into_play,NA,NA,NA,NA,2,Casey Schmitt lines out to right fielder Kerry Carpenter.,R,R,Left,DET,SF,X,9,line_drive,0,2,2023,0.53,1.37,0.17,2.96,NA,NA,NA,1,8,Top,206.33,98.97,NA,NA,668670,NA,NA,-3.95674412613148,-134.271724033848,-4.52439624158261,7.30930853566252,29.0624769726775,-14.8477230619674,3.26,1.54,317,92.3,24,92.4,2137,6.4,718558,663947,668670,679529,628451,670097,595879,668731,682985,681481,54.11,0.143,0.171,0,1,0,0,3,57,3,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,152,0.023,-0.104
Changeup,2023-07-24,82.5,1.51,5.63,"Schmitt, Casey",669477,663947,No event,swinging_strike,NA,NA,NA,NA,14,Casey Schmitt lines out to right fielder Kerry Carpenter.,R,R,Left,DET,SF,Strike,NA,,0,1,2023,1.27,0.4,0.88,1.72,NA,NA,NA,1,8,Top,NA,NA,NA,NA,668670,NA,NA,-3.9410473881486,-120.070118587948,-3.20908891733066,13.0874381540318,22.1672121954909,-27.8609900728903,3.26,1.54,NA,NA,NA,83.3,1617,6.7,718558,663947,668670,679529,628451,670097,595879,668731,682985,681481,53.82,NA,NA,NA,NA,NA,NA,NA,57,2,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,111,0,-0.037
Cutter,2023-07-24,87.4,1.31,5.94,"Schmitt, Casey",669477,663947,No event,foul,NA,NA,NA,NA,5,Casey Schmitt lines out to right fielder Kerry Carpenter.,R,R,Left,DET,SF,Strike,NA,,0,0,2023,-0.45,0.38,0.1,2.51,NA,NA,NA,1,8,Top,NA,NA,NA,NA,668670,NA,NA,-1.98705270717978,-127.372743966076,-3.02951637870182,-4.60893206091511,22.1348851226067,-27.6547927999029,3.26,1.54,174,68.1,34,88.5,2425,6.6,718558,663947,668670,679529,628451,670097,595879,668731,682985,681481,53.95,NA,NA,NA,NA,NA,NA,NA,57,1,Cutter,3,1,1,3,1,3,1,3,Standard,Standard,185,0,-0.027
Slider,2023-07-23,89.8,1.65,6.05,"Schmitt, Casey",669477,669022,Field out,hit_into_play,NA,NA,NA,NA,5,Casey Schmitt lines out to right fielder Lane Thomas.,R,R,Left,WSH,SF,X,9,line_drive,1,1,2023,-0.3,0.25,-0.06,2.25,672275,682641,NA,2,4,Top,169.3,97.92,NA,NA,656180,NA,NA,-3.65202893634996,-130.703775477607,-3.99926261881627,-2.68300736612293,27.4554545176943,-28.7173627623765,3.26,1.54,275,88.1,19,91,2008,7,717290,669022,656180,642086,671277,600869,682928,656448,669743,657041,53.52,0.646,0.62,0,1,0,0,4,32,3,Slider,3,0,0,3,0,3,0,3,Standard,Standard,163,0.055,-0.505
Curveball,2023-07-23,83.8,1.39,6.07,"Schmitt, Casey",669477,669022,No event,foul,NA,NA,NA,NA,14,Casey Schmitt lines out to right fielder Lane Thomas.,R,R,Left,WSH,SF,Strike,NA,,1,0,2023,0.08,-0.69,0.3,1.4,672275,682641,NA,2,4,Top,NA,NA,NA,NA,656180,NA,NA,-2.74580727491361,-122.193955842153,-3.14722183261585,1.30169859618977,21.3647685590893,-38.8049690502372,3.26,1.54,2,43.2,-30,85.6,2383,7.1,717290,669022,656180,642086,671277,600869,682928,656448,669743,657041,53.38,NA,NA,NA,NA,NA,NA,NA,32,2,Curveball,3,0,0,3,0,3,0,3,Standard,Standard,339,0,-0.076
Curveball,2023-07-23,82.9,1.53,6.02,"Schmitt, Casey",669477,669022,No event,ball,NA,NA,NA,NA,14,Casey Schmitt lines out to right fielder Lane Thomas.,R,R,Left,WSH,SF,Ball,NA,,0,0,2023,0.43,-0.52,0.6,1.39,672275,682641,NA,2,4,Top,NA,NA,NA,NA,656180,NA,NA,-3.0286276008728,-120.730011473687,-3.17803434445389,4.76546795166537,21.8786678575196,-36.9037756070726,3.26,1.56,NA,NA,NA,84.6,2217,7.2,717290,669022,656180,642086,671277,600869,682928,656448,669743,657041,53.33,NA,NA,NA,NA,NA,NA,NA,32,1,Curveball,3,0,0,3,0,3,0,3,Standard,Standard,335,0,0.015
4-Seam,2023-07-23,95.1,1.5,6.06,"Schmitt, Casey",669477,669022,Force out,hit_into_play,NA,NA,NA,NA,5,"Casey Schmitt grounds into a force out, second baseman Luis Garcia to shortstop CJ Abrams.   David Villar out at 2nd.",R,R,Left,WSH,SF,X,4,ground_ball,1,0,2023,0.01,1.38,-0.18,2.68,NA,NA,681584,2,2,Top,134.18,154.36,NA,NA,656180,NA,NA,-4.50330561441829,-138.353337230246,-6.38200818215804,1.15657599957289,30.8168981768491,-13.2292978854731,3.26,1.54,33,85.9,-2,96.5,2204,7.1,717290,669022,656180,642086,671277,600869,682928,656448,669743,657041,53.4,0.226,0.203,0,1,0,0,2,15,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,160,0.022,-0.271
Curveball,2023-07-23,83.5,1.6,6.04,"Schmitt, Casey",669477,669022,No event,ball,NA,NA,NA,NA,14,"Casey Schmitt grounds into a force out, second baseman Luis Garcia to shortstop CJ Abrams.   David Villar out at 2nd.",R,R,Left,WSH,SF,Ball,NA,,0,0,2023,0.27,-0.49,0.91,1.32,NA,NA,681584,2,2,Top,NA,NA,NA,NA,656180,NA,NA,-2.12787496777424,-121.706465532827,-3.57855224011833,3.063252163208,21.7164721865502,-36.6465147349337,3.26,1.51,NA,NA,NA,84.8,2280,6.8,717290,669022,656180,642086,671277,600869,682928,656448,669743,657041,53.67,NA,NA,NA,NA,NA,NA,NA,15,1,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,342,0,0.029
Slider,2023-07-22,81.9,-1.73,5.23,"Schmitt, Casey",669477,680686,Field out,hit_into_play,NA,NA,NA,NA,14,"Casey Schmitt grounds out, third baseman Jeimer Candelario to first baseman Dominic Smith.",R,R,Right,WSH,SF,X,5,ground_ball,0,1,2023,0.31,0.31,0.31,1.39,NA,NA,NA,1,5,Top,86.15,156.38,NA,NA,660688,NA,NA,3.96744213828133,-119.255049326146,-2.66558761837247,2.07667663339546,24.62551154881,-28.8792147234869,3.25,1.54,102,71.1,9,80.8,2418,5.7,717307,680686,660688,642086,671277,600869,682928,572816,669743,657041,54.84,0.231,0.209,0,1,0,0,2,43,2,Slider,10,1,1,10,1,10,1,10,Standard,Standard,47,0.001,-0.141
Curveball,2023-07-22,81.1,-1.7,5.31,"Schmitt, Casey",669477,680686,No event,swinging_strike,NA,NA,NA,NA,14,"Casey Schmitt grounds out, third baseman Jeimer Candelario to first baseman Dominic Smith.",R,R,Right,WSH,SF,Strike,NA,,0,0,2023,0.34,-0.13,1.14,1.44,NA,NA,NA,1,5,Top,NA,NA,NA,NA,660688,NA,NA,5.6122293044528,-118.072657740983,-1.79932498484035,2.1769395177348,21.1174287258093,-33.2829415317339,3.35,1.64,NA,NA,NA,80.1,2354,5.4,717307,680686,660688,642086,671277,600869,682928,572816,669743,657041,55.07,NA,NA,NA,NA,NA,NA,NA,43,1,Curveball,10,1,1,10,1,10,1,10,Standard,Standard,51,0,-0.027
2-Seam,2023-07-22,81.8,-1.96,5.12,"Schmitt, Casey",669477,680686,Field out,hit_into_play,NA,NA,NA,NA,9,"Casey Schmitt grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",R,R,Right,WSH,SF,X,6,ground_ball,1,2,2023,0.45,0.26,0.4,1.47,NA,NA,NA,0,3,Top,108.54,156.17,NA,NA,660688,NA,NA,4.37002149978257,-119.172756677474,-2.25652104219936,3.69122203165804,18.8367075213126,-29.5069378551333,3.25,1.54,12,67,-6,81.3,2319,5.5,717307,680686,660688,642086,671277,600869,682928,572816,669743,657041,55.04,0.103,0.093,0,1,0,0,2,21,4,Sweeper,6,0,0,6,0,6,0,6,Standard,Standard,34,0.009,-0.174
Curveball,2023-07-22,81.6,-1.71,5.12,"Schmitt, Casey",669477,680686,No event,ball,NA,NA,NA,NA,14,"Casey Schmitt grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",R,R,Right,WSH,SF,Ball,NA,,0,2,2023,0.3,-0.12,2.13,0.4,NA,NA,NA,0,3,Top,NA,NA,NA,NA,660688,NA,NA,7.91812768351799,-118.61640686055,-3.70857795689577,1.2558140685612,23.5284297874804,-32.7772986371992,3.35,1.59,NA,NA,NA,80,2365,5.3,717307,680686,660688,642086,671277,600869,682928,572816,669743,657041,55.16,NA,NA,NA,NA,NA,NA,NA,21,3,Curveball,6,0,0,6,0,6,0,6,Standard,Standard,49,0,0.023
Curveball,2023-07-22,81.1,-1.89,5.19,"Schmitt, Casey",669477,680686,No event,swinging_strike,NA,NA,NA,NA,14,"Casey Schmitt grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",R,R,Right,WSH,SF,Strike,NA,,0,1,2023,0.24,-0.3,1.16,0.07,NA,NA,NA,0,3,Top,NA,NA,NA,NA,660688,NA,NA,6.28338444001047,-117.900331784131,-4.16999732658039,1.01393954071593,22.8602370200925,-34.3837025008172,3.25,1.54,NA,NA,NA,80,2350,5.6,717307,680686,660688,642086,671277,600869,682928,572816,669743,657041,54.89,NA,NA,NA,NA,NA,NA,NA,21,2,Curveball,6,0,0,6,0,6,0,6,Standard,Standard,37,0,-0.047
Slider,2023-07-22,84,-2.01,5.3,"Schmitt, Casey",669477,680686,No event,called_strike,NA,NA,NA,NA,4,"Casey Schmitt grounds out, shortstop CJ Abrams to first baseman Dominic Smith.",R,R,Right,WSH,SF,Strike,NA,,0,0,2023,0.04,0.48,-0.53,2.17,NA,NA,NA,0,3,Top,NA,NA,NA,NA,660688,NA,NA,3.27729050572113,-122.439165561076,-1.87405741412074,-0.138998157628718,22.1433720877213,-27.1593166979676,3.35,1.49,NA,NA,NA,83.2,1717,5.5,717307,680686,660688,642086,671277,600869,682928,572816,669743,657041,55.05,NA,NA,NA,NA,NA,NA,NA,21,1,Slider,6,0,0,6,0,6,0,6,Standard,Standard,209,0,-0.038
Curveball,2023-07-22,83.9,-0.79,6.08,"Schmitt, Casey",669477,670329,Single,hit_into_play,NA,NA,NA,NA,8,Casey Schmitt singles on a sharp line drive to left fielder Corey Dickerson.,R,R,Right,WSH,SF,X,7,line_drive,0,1,2023,0.4,-1.33,-0.07,1.42,NA,NA,NA,0,8,Top,77.52,74.72,NA,NA,660688,NA,NA,0.866724282071308,-122.151225773983,-1.72366604697616,3.86778765846393,24.8878013155918,-45.3432292138807,3.25,1.54,286,102,16,83.1,2436,5.8,717307,670329,660688,642086,671277,600869,682928,572816,669743,657041,54.69,0.563,0.619,0.9,1,1,0,4,64,2,Curveball,10,1,1,10,1,10,1,10,Standard,Standard,24,0,0.431
Curveball,2023-07-22,82.6,-0.95,5.97,"Schmitt, Casey",669477,670329,No event,foul,NA,NA,NA,NA,14,Casey Schmitt singles on a sharp line drive to left fielder Corey Dickerson.,R,R,Right,WSH,SF,Strike,NA,,0,0,2023,0.29,-1.32,0.54,1.19,NA,NA,NA,0,8,Top,NA,NA,NA,NA,660688,NA,NA,2.80390885296769,-120.282317897023,-1.74592759183877,2.19708155734397,25.7168616986138,-44.7124556823244,3.25,1.54,1,76.3,-45,81.7,2321,5.9,717307,670329,660688,642086,671277,600869,682928,572816,669743,657041,54.61,NA,NA,NA,NA,NA,NA,NA,64,1,Curveball,10,1,1,10,1,10,1,10,Standard,Standard,20,0,-0.038
4-Seam,2023-07-21,93.9,-1.7,6.14,"Schmitt, Casey",669477,663623,Field out,hit_into_play,NA,NA,NA,NA,6,Casey Schmitt pops out to first baseman Michael Chavis in foul territory.,R,R,Right,WSH,SF,X,3,popup,0,2,2023,-0.91,1.43,0.32,2.37,NA,NA,NA,2,5,Top,166.67,189.89,NA,NA,660688,NA,NA,7.2860969670382,-136.491784630183,-7.24267068153038,-13.032439937599,29.7637384036507,-12.9028820393017,3.26,1.55,103,84.6,74,94.3,2424,6.6,717326,663623,660688,656308,671277,600869,682928,656448,669743,657041,53.92,0.001,0,0,1,0,0,3,36,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,222,0.014,-0.063
4-Seam,2023-07-21,93.8,-1.8,6.16,"Schmitt, Casey",669477,663623,No event,swinging_strike,NA,NA,NA,NA,6,Casey Schmitt pops out to first baseman Michael Chavis in foul territory.,R,R,Right,WSH,SF,Strike,NA,,0,1,2023,-0.81,1.48,0.55,2.27,NA,NA,NA,2,5,Top,NA,NA,NA,NA,660688,NA,NA,7.92348721595476,-136.329006941377,-7.67605124346712,-11.8410452144925,28.3611473202404,-12.2334683900014,3.26,1.55,NA,NA,NA,94.5,2459,6.6,717326,663623,660688,656308,671277,600869,682928,656448,669743,657041,53.87,NA,NA,NA,NA,NA,NA,NA,36,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,223,0,-0.024
Sinker,2023-07-21,94.6,-1.87,6.02,"Schmitt, Casey",669477,663623,No event,called_strike,NA,NA,NA,NA,5,Casey Schmitt pops out to first baseman Michael Chavis in foul territory.,R,R,Right,WSH,SF,Strike,NA,,0,0,2023,-1.21,1.04,0.19,2.14,NA,NA,NA,2,5,Top,NA,NA,NA,NA,660688,NA,NA,8.09943673788746,-137.49709453126,-6.84035039866307,-17.0645819523493,27.6730674101342,-17.6119000104587,3.26,1.56,NA,NA,NA,95.5,2261,6.7,717326,663623,660688,656308,671277,600869,682928,656448,669743,657041,53.84,NA,NA,NA,NA,NA,NA,NA,36,1,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,217,0,-0.018
Sinker,2023-07-21,95.3,-1.9,6.04,"Schmitt, Casey",669477,663623,Double Play,hit_into_play,NA,NA,NA,NA,4,"Casey Schmitt grounds into a double play, third baseman Jeimer Candelario to second baseman Luis Garcia to first baseman Michael Chavis.   Brett Wisely out at 2nd.    Casey Schmitt out at 1st.",R,R,Right,WSH,SF,X,5,ground_ball,0,0,2023,-1.39,0.96,-0.4,2.11,NA,NA,689172,0,3,Top,110.65,167.17,NA,NA,660688,NA,NA,7.088608514598,-138.520516811338,-6.86424843225591,-19.4732777169395,30.4669924995192,-18.457487569918,3.26,1.55,4,92.8,-29,95.8,2388,6.6,717326,663623,660688,656308,671277,600869,682928,656448,669743,657041,53.92,0.071,0.064,0,1,0,0,2,20,1,Sinker,3,1,1,3,1,3,1,3,Standard,Standard,215,0.083,-0.526
4-Seam,2023-07-21,96,-0.81,6.12,"Schmitt, Casey",669477,607179,Strikeout,foul_tip,NA,NA,NA,NA,6,Casey Schmitt strikes out on a foul tip.,R,R,Right,WSH,SF,Strike,2,,1,2,2023,-0.81,1.35,0.77,2.28,624424,666165,527038,2,7,Top,NA,NA,NA,NA,660688,NA,NA,6.03341244465628,-139.528375254517,-7.62505263311238,-11.9144414308487,30.4208984569027,-13.039824049217,3.26,1.55,NA,NA,NA,96.2,2167,6.4,717326,607179,660688,642086,671277,600869,682928,656448,669743,657041,54.12,NA,NA,0,1,0,0,NA,53,6,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,212,0.117,-0.497
Slider,2023-07-21,87.6,-0.89,6.13,"Schmitt, Casey",669477,607179,No event,foul,NA,NA,NA,NA,12,Casey Schmitt strikes out on a foul tip.,R,R,Right,WSH,SF,Strike,NA,,1,2,2023,0.6,-0.04,1.45,2.63,624424,666165,527038,2,7,Top,NA,NA,NA,NA,660688,NA,NA,4.40347422675297,-127.632573079323,-2.28729315718736,5.72480163384109,25.1832739005259,-32.3833031176284,3.26,1.55,202,68.3,45,88,2425,6.4,717326,607179,660688,642086,671277,600869,682928,656448,669743,657041,54.09,NA,NA,NA,NA,NA,NA,NA,53,5,Slider,5,3,3,5,3,5,3,5,Standard,Standard,120,0,0
Slider,2023-07-21,86.6,-0.82,6.03,"Schmitt, Casey",669477,607179,No event,foul,NA,NA,NA,NA,9,Casey Schmitt strikes out on a foul tip.,R,R,Right,WSH,SF,Strike,NA,,1,2,2023,0.46,-0.24,0.74,1.97,624424,666165,527038,2,7,Top,NA,NA,NA,NA,660688,NA,NA,2.77314109816165,-126.176685587041,-3.06097541773507,4.38597626275929,24.7759011174534,-34.3346630617344,3.26,1.55,189,67.1,50,86.9,2342,6.3,717326,607179,660688,642086,671277,600869,682928,656448,669743,657041,54.2,NA,NA,NA,NA,NA,NA,NA,53,4,Slider,5,3,3,5,3,5,3,5,Standard,Standard,100,0,0
